dataset,project,source_file,source_function,stable_case_id,stable_candidate_id,candidate_source_category,producing_tool_or_model,producing_tool_or_model_version,prompt_or_transformation_family,compiler,optimization_level,architecture,function_signature,source_loc,argument_count,argument_types,fixture_count,source_char_literal_count,compile_status,sanitizer_status,execution_status,label,label_oracle_type,concrete_labeling_witness,influenced_method_development,drift_family,normalization_or_manual_edit_notes
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_loop_multi_exit.c,loop_multi_exit,codefuse_1_loop_multi_exit,phase7_llm_public_cuda3_s1_codefuse_1_loop_multi_exit_strict_rewrite_00,raw_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_rewrite,/usr/bin/gcc,O0,unknown,int loop_multi_exit(int target),2,1,int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,llm_generated_strict_rewrite,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_loop_multi_exit.c,loop_multi_exit,codefuse_1_loop_multi_exit,phase7_llm_public_topup_full2_s1_codefuse_1_loop_multi_exit_strict_bug_00,raw_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,int loop_multi_exit(int target),9,1,int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_loop_multi_exit.c,loop_multi_exit,codefuse_1_loop_multi_exit,phase7_llm_public_topup_full2_s1_codefuse_1_loop_multi_exit_strict_rewrite_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_rewrite,/usr/bin/gcc,O0,unknown,int loop_multi_exit(int target),15,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_rewrite,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_loop_nested.c,loop_nested,codefuse_1_loop_nested,phase7_llm_public_cuda2_s0_codefuse_1_loop_nested_strict_bug_00,raw_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,"int loop_nested(int m, int n)",9,2,int;int,3,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_loop_nested.c,loop_nested,codefuse_1_loop_nested,phase7_llm_public_cuda2_s0_codefuse_1_loop_nested_strict_rewrite_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_rewrite,/usr/bin/gcc,O0,unknown,"int loop_nested(int m, int n)",9,2,int;int,3,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_rewrite,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_loop_while.c,loop_while,codefuse_1_loop_while,phase7_llm_public_cuda3_s1_codefuse_1_loop_while_strict_bug_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,int loop_while(int x),9,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_loop_while.c,loop_while,codefuse_1_loop_while,phase7_llm_public_cuda3_s1_codefuse_1_loop_while_strict_rewrite_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_rewrite,/usr/bin/gcc,O0,unknown,int loop_while(int x),8,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_rewrite,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_loop_while.c,loop_while,codefuse_1_loop_while,phase7_llm_public_topup_full2_s1_codefuse_1_loop_while_strict_bug_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,int loop_while(int x),9,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_loop_while.c,loop_while,codefuse_1_loop_while,phase7_llm_public_topup_full2_s1_codefuse_1_loop_while_strict_rewrite_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_rewrite,/usr/bin/gcc,O0,unknown,int loop_while(int x),8,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_rewrite,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_multi_return.c,multi_return,codefuse_1_multi_return,phase7_llm_public_cuda2_s0_codefuse_1_multi_return_strict_bug_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,int multi_return(int x),9,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_multi_return.c,multi_return,codefuse_1_multi_return,phase7_llm_public_cuda2_s0_codefuse_1_multi_return_strict_rewrite_00,raw_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_rewrite,/usr/bin/gcc,O0,unknown,int multi_return(int x),14,1,int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,llm_generated_strict_rewrite,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_multi_return.c,multi_return,codefuse_1_multi_return,phase7_llm_public_topup_full2_s0_codefuse_1_multi_return_strict_bug_00,raw_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,int multi_return(int x),7,1,int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_multi_return.c,multi_return,codefuse_1_multi_return,phase7_llm_public_topup_full2_s0_codefuse_1_multi_return_strict_rewrite_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_rewrite,/usr/bin/gcc,O0,unknown,int multi_return(int x),7,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_rewrite,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_nested_if_2.c,nested_if_2,codefuse_1_nested_if_2,phase7_llm_public_cuda3_s1_codefuse_1_nested_if_2_strict_bug_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,"int nested_if_2(int a, int b)",10,2,int;int,3,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,37 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_nested_if_2.c,nested_if_2,codefuse_1_nested_if_2,phase7_llm_public_cuda3_s1_codefuse_1_nested_if_2_strict_rewrite_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_rewrite,/usr/bin/gcc,O0,unknown,"int nested_if_2(int a, int b)",11,2,int;int,3,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_rewrite,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_nested_if_2.c,nested_if_2,codefuse_1_nested_if_2,phase7_llm_public_topup_full2_s1_codefuse_1_nested_if_2_strict_bug_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,"int nested_if_2(int a, int b)",9,2,int;int,3,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_nested_if_2.c,nested_if_2,codefuse_1_nested_if_2,phase7_llm_public_topup_full2_s1_codefuse_1_nested_if_2_strict_rewrite_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_rewrite,/usr/bin/gcc,O0,unknown,"int nested_if_2(int a, int b)",12,2,int;int,3,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_rewrite,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_nested_if_deep.c,nested_if_deep,codefuse_1_nested_if_deep,phase7_llm_public_cuda2_s0_codefuse_1_nested_if_deep_strict_bug_00,raw_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,"int nested_if_deep(int a, int b, int c, int d, int e)",17,5,int;int;int;int;int,3,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_nested_if_deep.c,nested_if_deep,codefuse_1_nested_if_deep,phase7_llm_public_topup_full2_s0_codefuse_1_nested_if_deep_strict_bug_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,"int nested_if_deep(int a, int b, int c, int d, int e)",13,5,int;int;int;int;int,3,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_obfuscated_cf.c,obfuscated_cf,codefuse_1_obfuscated_cf,phase7_llm_public_cuda3_s1_codefuse_1_obfuscated_cf_strict_bug_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,int obfuscated_cf(int x),9,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_obfuscated_cf.c,obfuscated_cf,codefuse_1_obfuscated_cf,phase7_llm_public_cuda3_s1_codefuse_1_obfuscated_cf_strict_rewrite_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_rewrite,/usr/bin/gcc,O0,unknown,int obfuscated_cf(int x),10,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_rewrite,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_obfuscated_cf.c,obfuscated_cf,codefuse_1_obfuscated_cf,phase7_llm_public_topup_full2_s1_codefuse_1_obfuscated_cf_strict_bug_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,int obfuscated_cf(int x),10,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_obfuscated_cf.c,obfuscated_cf,codefuse_1_obfuscated_cf,phase7_llm_public_topup_full2_s1_codefuse_1_obfuscated_cf_strict_rewrite_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_rewrite,/usr/bin/gcc,O0,unknown,int obfuscated_cf(int x),8,1,int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,5 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,llm_generated_strict_rewrite,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_opaque_predicate.c,opaque_predicate,codefuse_1_opaque_predicate,phase7_llm_public_cuda2_s0_codefuse_1_opaque_predicate_strict_bug_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,int opaque_predicate(int x),9,1,int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,3 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_opaque_predicate.c,opaque_predicate,codefuse_1_opaque_predicate,phase7_llm_public_cuda2_s0_codefuse_1_opaque_predicate_strict_rewrite_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_rewrite,/usr/bin/gcc,O0,unknown,int opaque_predicate(int x),8,1,int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,1 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,llm_generated_strict_rewrite,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_opaque_predicate.c,opaque_predicate,codefuse_1_opaque_predicate,phase7_llm_public_topup_full2_s0_codefuse_1_opaque_predicate_strict_bug_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,int opaque_predicate(int x),6,1,int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,1 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_opaque_predicate.c,opaque_predicate,codefuse_1_opaque_predicate,phase7_llm_public_topup_full2_s0_codefuse_1_opaque_predicate_strict_rewrite_00,raw_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_rewrite,/usr/bin/gcc,O0,unknown,int opaque_predicate(int x),8,1,int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,llm_generated_strict_rewrite,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_sequential_ops.c,sequential_ops,codefuse_1_sequential_ops,phase7_llm_public_cuda3_s1_codefuse_1_sequential_ops_strict_bug_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,"int sequential_ops(int a, int b, int c)",7,3,int;int;int,3,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_sequential_ops.c,sequential_ops,codefuse_1_sequential_ops,phase7_llm_public_cuda3_s1_codefuse_1_sequential_ops_strict_rewrite_00,raw_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_rewrite,/usr/bin/gcc,O0,unknown,"int sequential_ops(int a, int b, int c)",9,3,int;int;int,3,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,llm_generated_strict_rewrite,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_sequential_ops.c,sequential_ops,codefuse_1_sequential_ops,phase7_llm_public_topup_full2_s1_codefuse_1_sequential_ops_strict_bug_00,raw_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,"int sequential_ops(int a, int b, int c)",7,3,int;int;int,3,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_sequential_ops.c,sequential_ops,codefuse_1_sequential_ops,phase7_llm_public_topup_full2_s1_codefuse_1_sequential_ops_strict_rewrite_00,raw_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_rewrite,/usr/bin/gcc,O0,unknown,"int sequential_ops(int a, int b, int c)",7,3,int;int;int,3,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,llm_generated_strict_rewrite,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_single_if.c,single_if,codefuse_1_single_if,phase7_llm_public_cuda2_s0_codefuse_1_single_if_strict_bug_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,int single_if(int x),7,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_single_if.c,single_if,codefuse_1_single_if,phase7_llm_public_cuda2_s0_codefuse_1_single_if_strict_rewrite_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_rewrite,/usr/bin/gcc,O0,unknown,int single_if(int x),6,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_rewrite,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_single_if.c,single_if,codefuse_1_single_if,phase7_llm_public_topup_full2_s0_codefuse_1_single_if_strict_bug_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,int single_if(int x),6,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_single_if.c,single_if,codefuse_1_single_if,phase7_llm_public_topup_full2_s0_codefuse_1_single_if_strict_rewrite_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_rewrite,/usr/bin/gcc,O0,unknown,int single_if(int x),6,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_rewrite,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_state_machine.c,state_machine,codefuse_1_state_machine,phase7_llm_public_topup_full2_s1_codefuse_1_state_machine_strict_bug_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,"int state_machine(int event, int state)",20,2,int;int,3,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_state_machine.c,state_machine,codefuse_1_state_machine,phase7_llm_public_topup_full2_s1_codefuse_1_state_machine_strict_rewrite_00,raw_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_rewrite,/usr/bin/gcc,O0,unknown,"int state_machine(int event, int state)",22,2,int;int,3,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,llm_generated_strict_rewrite,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_switch_default.c,switch_default,codefuse_1_switch_default,phase7_llm_public_cuda2_s0_codefuse_1_switch_default_strict_bug_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,int switch_default(int op),9,1,int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,5 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_switch_default.c,switch_default,codefuse_1_switch_default,phase7_llm_public_cuda2_s0_codefuse_1_switch_default_strict_rewrite_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_rewrite,/usr/bin/gcc,O0,unknown,int switch_default(int op),8,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_rewrite,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_switch_default.c,switch_default,codefuse_1_switch_default,phase7_llm_public_topup_full2_s0_codefuse_1_switch_default_strict_bug_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,int switch_default(int op),10,1,int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,1 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_switch_default.c,switch_default,codefuse_1_switch_default,phase7_llm_public_topup_full2_s0_codefuse_1_switch_default_strict_rewrite_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_rewrite,/usr/bin/gcc,O0,unknown,int switch_default(int op),12,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_rewrite,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_switch_fallthrough.c,switch_fallthrough,codefuse_1_switch_fallthrough,phase7_llm_public_cuda3_s1_codefuse_1_switch_fallthrough_strict_bug_00,raw_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_bug,/usr/bin/gcc,O0,unknown,int switch_fallthrough(int op),11,1,int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,llm_generated_strict_bug,parsed_function
phase7e_llm_public_full_topup,CodeFuse-DeBench,analysis_inputs/decompile_faithfulness/phase7_codefuse_sources/codefuse_1_switch_fallthrough.c,switch_fallthrough,codefuse_1_switch_fallthrough,phase7_llm_public_cuda3_s1_codefuse_1_switch_fallthrough_strict_rewrite_00,repaired_llm,Dream-Coder-v0-Instruct-7B,snapshot 5d9e88c723af9045f362748b5284bdf43d9c501e,strict_rewrite,/usr/bin/gcc,O0,unknown,int switch_fallthrough(int op),11,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,llm_generated_strict_rewrite,parsed_function
